Node Number,Node Name,Type,Connected To,node_number,type,connected_to,count,cpu_children,cpu_memory_usage,cpu_parent,cpu_time,cpu_time_str,cpu_time_total,cpu_time_total_str,cuda_memory_usage,cuda_time,cuda_time_str,cuda_time_total,cuda_time_total_str,device_type,flops,input_shapes,is_async,is_legacy,is_remote,key,node_id,privateuse1_memory_usage,privateuse1_time,privateuse1_time_str,privateuse1_time_total,privateuse1_time_total_str,scope,self_cpu_memory_usage,self_cpu_time_total,self_cpu_time_total_str,self_cuda_memory_usage,self_cuda_time_total,self_cuda_time_total_str,self_privateuse1_memory_usage,self_privateuse1_time_total,self_privateuse1_time_total_str,stack,use_device
112,torch::autograd::AccumulateGrad,forward,10,112,forward,['aten::detach'],32361,[<FunctionEvent id=1246746 name=aten::detach device_type=DeviceType.CPU node_id=-1 cpu_time=8.000us start_us=31379 end_us=31387 cpu_children=[1246747] cuda_time=0.000us name=aten::detach thread=2 input_shapes=[[1000]] cpu_memory_usage=0 cuda_memory_usage=0 is_async=False is_remote=False seq_nr=-1 is_legacy=False>],0,<FunctionEvent id=1246744 name=autograd::engine::evaluate_function: torch::autograd::AccumulateGrad device_type=DeviceType.CPU node_id=-1 cpu_time=26.000us start_us=31367 end_us=31393 cpu_children=[1246745] cuda_time=0.000us name=autograd::engine::evaluate_function: torch::autograd::AccumulateGrad thread=2 input_shapes=[] cpu_memory_usage=0 cuda_memory_usage=0 is_async=False is_remote=False seq_nr=-1 is_legacy=False>,6.21430116498254,6.214us,201101,201.101ms,0,0.0,0.000us,0,0.000us,DeviceType.CPU,0,,False,False,False,torch::autograd::AccumulateGrad,-1,0,0.0,0.000us,0,0.000us,1,0,95846,95.846ms,0,0,0.000us,0,0,0.000us,[],
113,autograd::engine::evaluate_function: TBackward0,backward,114,113,backward,['TBackward0'],201,"[<FunctionEvent id=1246749 name=TBackward0 device_type=DeviceType.CPU node_id=-1 cpu_time=14.000us start_us=31406 end_us=31420 cpu_children=[1246750] cuda_time=0.000us name=TBackward0 thread=2 input_shapes=[[2048, 1000]] cpu_memory_usage=0 cuda_memory_usage=0 is_async=False is_remote=False seq_nr=71730 is_legacy=False>]",0,,18.46268656716418,18.463us,3711,3.711ms,0,0.0,0.000us,0,0.000us,DeviceType.CPU,0,,False,False,False,autograd::engine::evaluate_function: TBackward0,-1,0,0.0,0.000us,0,0.000us,0,0,1316,1.316ms,0,0,0.000us,0,0,0.000us,[],
114,TBackward0,backward,79,114,backward,['aten::t'],201,"[<FunctionEvent id=1246750 name=aten::t device_type=DeviceType.CPU node_id=-1 cpu_time=9.000us start_us=31411 end_us=31420 cpu_children=[1246751] cuda_time=0.000us name=aten::t thread=2 input_shapes=[[2048, 1000]] cpu_memory_usage=0 cuda_memory_usage=0 is_async=False is_remote=False seq_nr=-1 is_legacy=False>]",0,<FunctionEvent id=1246748 name=autograd::engine::evaluate_function: TBackward0 device_type=DeviceType.CPU node_id=-1 cpu_time=22.000us start_us=31403 end_us=31425 cpu_children=[1246749] cuda_time=0.000us name=autograd::engine::evaluate_function: TBackward0 thread=2 input_shapes=[] cpu_memory_usage=0 cuda_memory_usage=0 is_async=False is_remote=False seq_nr=71730 is_legacy=False>,11.557213930348258,11.557us,2323,2.323ms,0,0.0,0.000us,0,0.000us,DeviceType.CPU,0,,False,False,False,TBackward0,-1,0,0.0,0.000us,0,0.000us,1,0,611,611.000us,0,0,0.000us,0,0,0.000us,[],
115,autograd::engine::evaluate_function: ViewBackward0,backward,116,115,backward,['ViewBackward0'],201,"[<FunctionEvent id=1246758 name=ViewBackward0 device_type=DeviceType.CPU node_id=-1 cpu_time=12.000us start_us=31472 end_us=31484 cpu_children=[1246759] cuda_time=0.000us name=ViewBackward0 thread=2 input_shapes=[[2, 2048]] cpu_memory_usage=0 cuda_memory_usage=0 is_async=False is_remote=False seq_nr=71729 is_legacy=False>]",0,,14.482587064676617,14.483us,2911,2.911ms,0,0.0,0.000us,0,0.000us,DeviceType.CPU,0,,False,False,False,autograd::engine::evaluate_function: ViewBackward0,-1,0,0.0,0.000us,0,0.000us,0,0,1178,1.178ms,0,0,0.000us,0,0,0.000us,[],
116,ViewBackward0,backward,117,116,backward,['aten::reshape'],201,"[<FunctionEvent id=1246759 name=aten::reshape device_type=DeviceType.CPU node_id=-1 cpu_time=7.000us start_us=31477 end_us=31484 cpu_children=[1246760] cuda_time=0.000us name=aten::reshape thread=2 input_shapes=[[2, 2048], []] cpu_memory_usage=0 cuda_memory_usage=0 is_async=False is_remote=False seq_nr=-1 is_legacy=False>]",0,<FunctionEvent id=1246757 name=autograd::engine::evaluate_function: ViewBackward0 device_type=DeviceType.CPU node_id=-1 cpu_time=20.000us start_us=31469 end_us=31489 cpu_children=[1246758] cuda_time=0.000us name=autograd::engine::evaluate_function: ViewBackward0 thread=2 input_shapes=[] cpu_memory_usage=0 cuda_memory_usage=0 is_async=False is_remote=False seq_nr=71729 is_legacy=False>,8.407960199004975,8.408us,1690,1.690ms,0,0.0,0.000us,0,0.000us,DeviceType.CPU,0,,False,False,False,ViewBackward0,-1,0,0.0,0.000us,0,0.000us,1,0,868,868.000us,0,0,0.000us,0,0,0.000us,[],
117,aten::reshape,forward,16,117,forward,['aten::view'],201,"[<FunctionEvent id=1246760 name=aten::view device_type=DeviceType.CPU node_id=-1 cpu_time=3.000us start_us=31481 end_us=31484 cpu_children=[] cuda_time=0.000us name=aten::view thread=2 input_shapes=[[2, 2048], []] cpu_memory_usage=0 cuda_memory_usage=0 is_async=False is_remote=False seq_nr=-1 is_legacy=False>]",0,"<FunctionEvent id=1246758 name=ViewBackward0 device_type=DeviceType.CPU node_id=-1 cpu_time=12.000us start_us=31472 end_us=31484 cpu_children=[1246759] cuda_time=0.000us name=ViewBackward0 thread=2 input_shapes=[[2, 2048]] cpu_memory_usage=0 cuda_memory_usage=0 is_async=False is_remote=False seq_nr=71729 is_legacy=False>",4.218905472636816,4.219us,848,848.000us,0,0.0,0.000us,0,0.000us,DeviceType.CPU,0,,False,False,False,aten::reshape,-1,0,0.0,0.000us,0,0.000us,0,0,505,505.000us,0,0,0.000us,0,0,0.000us,[],
118,autograd::engine::evaluate_function: MeanBackward1,backward,119,118,backward,['MeanBackward1'],201,"[<FunctionEvent id=1246762 name=MeanBackward1 device_type=DeviceType.CPU node_id=-1 cpu_time=95.000us start_us=31500 end_us=31595 cpu_children=[1246763, 1246765] cuda_time=8.000us name=MeanBackward1 thread=2 input_shapes=[[2, 2048, 1, 1]] cpu_memory_usage=0 cuda_memory_usage=802816 is_async=False is_remote=False seq_nr=71728 is_legacy=False>]",0,,83.33830845771145,83.338us,16751,16.751ms,158072832,3.985074626865672,3.985us,801,801.000us,DeviceType.CPU,0,,False,False,False,autograd::engine::evaluate_function: MeanBackward1,-1,0,0.0,0.000us,0,0.000us,0,0,2311,2.311ms,-4096000,0,0.000us,0,0,0.000us,[],
119,MeanBackward1,backward,"120, 25",119,backward,"['aten::expand', 'aten::div']",201,"[<FunctionEvent id=1246763 name=aten::expand device_type=DeviceType.CPU node_id=-1 cpu_time=11.000us start_us=31508 end_us=31519 cpu_children=[1246764] cuda_time=0.000us name=aten::expand thread=2 input_shapes=[[2, 2048, 1, 1], [], []] cpu_memory_usage=0 cuda_memory_usage=0 is_async=False is_remote=False seq_nr=-1 is_legacy=False>, <FunctionEvent id=1246765 name=aten::div device_type=DeviceType.CPU node_id=-1 cpu_time=71.000us start_us=31524 end_us=31595 cpu_children=[4486799] cuda_time=8.000us name=aten::div thread=2 input_shapes=[[2, 2048, 7, 7], []] cpu_memory_usage=0 cuda_memory_usage=802816 is_async=False is_remote=False seq_nr=-1 is_legacy=False>]",0,<FunctionEvent id=1246761 name=autograd::engine::evaluate_function: MeanBackward1 device_type=DeviceType.CPU node_id=-1 cpu_time=109.000us start_us=31498 end_us=31607 cpu_children=[1246762] cuda_time=8.000us name=autograd::engine::evaluate_function: MeanBackward1 thread=2 input_shapes=[] cpu_memory_usage=0 cuda_memory_usage=786432 is_async=False is_remote=False seq_nr=71728 is_legacy=False>,71.64676616915423,71.647us,14401,14.401ms,161366016,3.9651741293532337,3.965us,797,797.000us,DeviceType.CPU,0,,False,False,False,MeanBackward1,-1,0,0.0,0.000us,0,0.000us,1,-200,1993,1.993ms,802816,0,0.000us,0,0,0.000us,[],
120,aten::expand,forward,18,120,forward,['aten::as_strided'],201,"[<FunctionEvent id=1246764 name=aten::as_strided device_type=DeviceType.CPU node_id=-1 cpu_time=1.000us start_us=31517 end_us=31518 cpu_children=[] cuda_time=0.000us name=aten::as_strided thread=2 input_shapes=[[2, 2048, 1, 1], [], [], []] cpu_memory_usage=0 cuda_memory_usage=0 is_async=False is_remote=False seq_nr=-1 is_legacy=False>]",0,"<FunctionEvent id=1246762 name=MeanBackward1 device_type=DeviceType.CPU node_id=-1 cpu_time=95.000us start_us=31500 end_us=31595 cpu_children=[1246763, 1246765] cuda_time=8.000us name=MeanBackward1 thread=2 input_shapes=[[2, 2048, 1, 1]] cpu_memory_usage=0 cuda_memory_usage=802816 is_async=False is_remote=False seq_nr=71728 is_legacy=False>",9.248756218905474,9.249us,1859,1.859ms,0,0.0,0.000us,0,0.000us,DeviceType.CPU,0,,False,False,False,aten::expand,-1,0,0.0,0.000us,0,0.000us,0,0,1647,1.647ms,0,0,0.000us,0,0,0.000us,[],
121,"void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl<at::native::BUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> > >(at::TensorIteratorBase&, at::native::BUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> > const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl<at::native::BUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> > >(at::TensorIteratorBase&, at::native::BUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> > const&)::{lambda(int)#1})",forward,,121,forward,[],201,[],0,,0.0,0.000us,0,0.000us,0,3.985074626865672,3.985us,801,801.000us,DeviceType.CUDA,0,,False,False,False,"void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl<at::native::BUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> > >(at::TensorIteratorBase&, at::native::BUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> > const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl<at::native::BUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> > >(at::TensorIteratorBase&, at::native::BUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> > const&)::{lambda(int)#1})",-1,0,0.0,0.000us,0,0.000us,0,0,0,0.000us,0,801,801.000us,0,0,0.000us,[],
122,autograd::engine::evaluate_function: ReluBackward0,backward,123,122,backward,['ReluBackward0'],9849,"[<FunctionEvent id=1246768 name=ReluBackward0 device_type=DeviceType.CPU node_id=-1 cpu_time=55.000us start_us=31622 end_us=31677 cpu_children=[1246769] cuda_time=8.000us name=ReluBackward0 thread=2 input_shapes=[[2, 2048, 7, 7]] cpu_memory_usage=0 cuda_memory_usage=802816 is_async=False is_remote=False seq_nr=71727 is_legacy=False>]",0,,43.96263580058889,43.963us,432988,432.988ms,-15899619328,16.83866382373845,16.839us,165844,165.844ms,DeviceType.CPU,0,,False,False,False,autograd::engine::evaluate_function: ReluBackward0,-1,0,0.0,0.000us,0,0.000us,0,0,91448,91.448ms,-31611465728,0,0.000us,0,0,0.000us,[],
123,ReluBackward0,backward,124,123,backward,['aten::threshold_backward'],9849,"[<FunctionEvent id=1246769 name=aten::threshold_backward device_type=DeviceType.CPU node_id=-1 cpu_time=43.000us start_us=31633 end_us=31676 cpu_children=[4486813] cuda_time=8.000us name=aten::threshold_backward thread=2 input_shapes=[[2, 2048, 7, 7], [2, 2048, 7, 7], []] cpu_memory_usage=0 cuda_memory_usage=802816 is_async=False is_remote=False seq_nr=-1 is_legacy=False>]",0,<FunctionEvent id=1246767 name=autograd::engine::evaluate_function: ReluBackward0 device_type=DeviceType.CPU node_id=-1 cpu_time=66.000us start_us=31619 end_us=31685 cpu_children=[1246768] cuda_time=8.000us name=autograd::engine::evaluate_function: ReluBackward0 thread=2 input_shapes=[] cpu_memory_usage=0 cuda_memory_usage=-802816 is_async=False is_remote=False seq_nr=71727 is_legacy=False>,34.65955934612651,34.660us,341362,341.362ms,15699603456,16.825464514163876,16.825us,165714,165.714ms,DeviceType.CPU,0,,False,False,False,ReluBackward0,-1,0,0.0,0.000us,0,0.000us,1,0,49633,49.633ms,12242944,0,0.000us,0,0,0.000us,[],
124,aten::threshold_backward,forward,47,124,forward,['cudaLaunchKernel'],9849,[<FunctionEvent id=4486813 name=cudaLaunchKernel device_type=DeviceType.CPU node_id=-1 cpu_time=12.000us start_us=31661 end_us=31673 cpu_children=[] cuda_time=0.000us name=cudaLaunchKernel thread=2 input_shapes=[] cpu_memory_usage=0 cuda_memory_usage=0 is_async=False is_remote=False seq_nr=-1 is_legacy=False>],0,"<FunctionEvent id=1246768 name=ReluBackward0 device_type=DeviceType.CPU node_id=-1 cpu_time=55.000us start_us=31622 end_us=31677 cpu_children=[1246769] cuda_time=8.000us name=ReluBackward0 thread=2 input_shapes=[[2, 2048, 7, 7]] cpu_memory_usage=0 cuda_memory_usage=802816 is_async=False is_remote=False seq_nr=71727 is_legacy=False>",29.63823738450604,29.638us,291907,291.907ms,15699603456,16.83866382373845,16.839us,165844,165.844ms,DeviceType.CPU,0,,False,False,False,aten::threshold_backward,-1,0,0.0,0.000us,0,0.000us,0,0,203119,203.119ms,15699603456,165844,165.844ms,0,0,0.000us,[],
125,"void at::native::vectorized_elementwise_kernel<4, at::native::BinaryFunctor<float, float, float, at::native::(anonymous namespace)::threshold_kernel_impl<float>(at::TensorIteratorBase&, float, float)::{lambda(float, float)#1}>, at::detail::Array<char*, 3> >(int, at::native::BinaryFunctor<float, float, float, at::native::(anonymous namespace)::threshold_kernel_impl<float>(at::TensorIteratorBase&, float, float)::{lambda(float, float)#1}>, at::detail::Array<char*, 3>)",forward,,125,forward,[],9849,[],0,,0.0,0.000us,0,0.000us,0,16.842725149761396,16.843us,165884,165.884ms,DeviceType.CUDA,0,,False,False,False,"void at::native::vectorized_elementwise_kernel<4, at::native::BinaryFunctor<float, float, float, at::native::(anonymous namespace)::threshold_kernel_impl<float>(at::TensorIteratorBase&, float, float)::{lambda(float, float)#1}>, at::detail::Array<char*, 3> >(int, at::native::BinaryFunctor<float, float, float, at::native::(anonymous namespace)::threshold_kernel_impl<float>(at::TensorIteratorBase&, float, float)::{lambda(float, float)#1}>, at::detail::Array<char*, 3>)",-1,0,0.0,0.000us,0,0.000us,0,0,0,0.000us,0,165884,165.884ms,0,0,0.000us,[],
126,autograd::engine::evaluate_function: AddBackward0,backward,127,126,backward,['AddBackward0'],3216,"[<FunctionEvent id=1246771 name=AddBackward0 device_type=DeviceType.CPU node_id=-1 cpu_time=1.000us start_us=31699 end_us=31700 cpu_children=[] cuda_time=0.000us name=AddBackward0 thread=2 input_shapes=[[2, 2048, 7, 7]] cpu_memory_usage=0 cuda_memory_usage=0 is_async=False is_remote=False seq_nr=71726 is_legacy=False>]",0,,7.337997512437811,7.338us,23599,23.599ms,0,0.0,0.000us,0,0.000us,DeviceType.CPU,0,,False,False,False,autograd::engine::evaluate_function: AddBackward0,-1,0,0.0,0.000us,0,0.000us,0,0,22006,22.006ms,0,0,0.000us,0,0,0.000us,[],
127,AddBackward0,backward,,127,backward,[],3216,[],0,<FunctionEvent id=1246770 name=autograd::engine::evaluate_function: AddBackward0 device_type=DeviceType.CPU node_id=-1 cpu_time=9.000us start_us=31696 end_us=31705 cpu_children=[1246771] cuda_time=0.000us name=autograd::engine::evaluate_function: AddBackward0 thread=2 input_shapes=[] cpu_memory_usage=0 cuda_memory_usage=0 is_async=False is_remote=False seq_nr=71726 is_legacy=False>,0.49533582089552236,0.495us,1593,1.593ms,0,0.0,0.000us,0,0.000us,DeviceType.CPU,0,,False,False,False,AddBackward0,-1,0,0.0,0.000us,0,0.000us,1,0,1593,1.593ms,0,0,0.000us,0,0,0.000us,[],
128,autograd::engine::evaluate_function: CudnnBatchNormBackward0,backward,129,128,backward,['CudnnBatchNormBackward0'],10653,"[<FunctionEvent id=1246773 name=CudnnBatchNormBackward0 device_type=DeviceType.CPU node_id=-1 cpu_time=132.000us start_us=31717 end_us=31849 cpu_children=[1246774] cuda_time=176.000us name=CudnnBatchNormBackward0 thread=2 input_shapes=[[2, 2048, 7, 7]] cpu_memory_usage=0 cuda_memory_usage=819200 is_async=False is_remote=False seq_nr=71725 is_legacy=False>]",0,,100.70402703463813,100.704us,1072800,1.073s,-9172611072,38.42682812353328,38.427us,409361,409.361ms,DeviceType.CPU,0,,False,False,False,autograd::engine::evaluate_function: CudnnBatchNormBackward0,-1,0,0.0,0.000us,0,0.000us,0,0,172144,172.144ms,-27439106048,0,0.000us,0,0,0.000us,[],
129,CudnnBatchNormBackward0,backward,130,129,backward,['aten::cudnn_batch_norm_backward'],10653,"[<FunctionEvent id=1246774 name=aten::cudnn_batch_norm_backward device_type=DeviceType.CPU node_id=-1 cpu_time=121.000us start_us=31727 end_us=31848 cpu_children=[1246775, 1246776, 1246777, 4486850, 4486851, 4486852, 1246778, 1246779, 4486860] cuda_time=176.000us name=aten::cudnn_batch_norm_backward thread=2 input_shapes=[[2, 2048, 7, 7], [2, 2048, 7, 7], [2048], [2048], [2048], [2048], [2048], [], [0]] cpu_memory_usage=0 cuda_memory_usage=819200 is_async=False is_remote=False seq_nr=-1 is_legacy=False>]",0,<FunctionEvent id=1246772 name=autograd::engine::evaluate_function: CudnnBatchNormBackward0 device_type=DeviceType.CPU node_id=-1 cpu_time=150.000us start_us=31715 end_us=31865 cpu_children=[1246773] cuda_time=176.000us name=autograd::engine::evaluate_function: CudnnBatchNormBackward0 thread=2 input_shapes=[] cpu_memory_usage=0 cuda_memory_usage=0 is_async=False is_remote=False seq_nr=71725 is_legacy=False>,84.52370224349949,84.524us,900431,900.431ms,18264480768,38.42185299915517,38.422us,409308,409.308ms,DeviceType.CPU,0,,False,False,False,CudnnBatchNormBackward0,-1,0,0.0,0.000us,0,0.000us,1,0,73022,73.022ms,2014208,0,0.000us,0,0,0.000us,[],
130,aten::cudnn_batch_norm_backward,forward,"1, 1, 1, 44, 45, 46, 16, 1, 47",130,forward,"['aten::empty', 'aten::empty', 'aten::empty', 'cudaStreamIsCapturing', 'cudaStreamGetPriority', 'cudaDeviceGetStreamPriorityRange', 'aten::view', 'aten::empty', 'cudaLaunchKernel']",10653,"[<FunctionEvent id=1246775 name=aten::empty device_type=DeviceType.CPU node_id=-1 cpu_time=10.000us start_us=31743 end_us=31753 cpu_children=[] cuda_time=0.000us name=aten::empty thread=2 input_shapes=[[], [], [], [], [], []] cpu_memory_usage=0 cuda_memory_usage=802816 is_async=False is_remote=False seq_nr=-1 is_legacy=False>, <FunctionEvent id=1246776 name=aten::empty device_type=DeviceType.CPU node_id=-1 cpu_time=8.000us start_us=31756 end_us=31764 cpu_children=[] cuda_time=0.000us name=aten::empty thread=2 input_shapes=[[], [], [], [], [], []] cpu_memory_usage=0 cuda_memory_usage=8192 is_async=False is_remote=False seq_nr=-1 is_legacy=False>, <FunctionEvent id=1246777 name=aten::empty device_type=DeviceType.CPU node_id=-1 cpu_time=8.000us start_us=31766 end_us=31774 cpu_children=[] cuda_time=0.000us name=aten::empty thread=2 input_shapes=[[], [], [], [], [], []] cpu_memory_usage=0 cuda_memory_usage=8192 is_async=False is_remote=False seq_nr=-1 is_legacy=False>, <FunctionEvent id=4486850 name=cudaStreamIsCapturing device_type=DeviceType.CPU node_id=-1 cpu_time=1.000us start_us=31784 end_us=31785 cpu_children=[] cuda_time=0.000us name=cudaStreamIsCapturing thread=2 input_shapes=[] cpu_memory_usage=0 cuda_memory_usage=0 is_async=False is_remote=False seq_nr=-1 is_legacy=False>, <FunctionEvent id=4486851 name=cudaStreamGetPriority device_type=DeviceType.CPU node_id=-1 cpu_time=1.000us start_us=31786 end_us=31787 cpu_children=[] cuda_time=0.000us name=cudaStreamGetPriority thread=2 input_shapes=[] cpu_memory_usage=0 cuda_memory_usage=0 is_async=False is_remote=False seq_nr=-1 is_legacy=False>, <FunctionEvent id=4486852 name=cudaDeviceGetStreamPriorityRange device_type=DeviceType.CPU node_id=-1 cpu_time=1.000us start_us=31788 end_us=31789 cpu_children=[] cuda_time=0.000us name=cudaDeviceGetStreamPriorityRange thread=2 input_shapes=[] cpu_memory_usage=0 cuda_memory_usage=0 is_async=False is_remote=False seq_nr=-1 is_legacy=False>, <FunctionEvent id=1246778 name=aten::view device_type=DeviceType.CPU node_id=-1 cpu_time=1.000us start_us=31796 end_us=31797 cpu_children=[] cuda_time=0.000us name=aten::view thread=2 input_shapes=[[2048], []] cpu_memory_usage=0 cuda_memory_usage=0 is_async=False is_remote=False seq_nr=-1 is_legacy=False>, <FunctionEvent id=1246779 name=aten::empty device_type=DeviceType.CPU node_id=-1 cpu_time=6.000us start_us=31806 end_us=31812 cpu_children=[] cuda_time=0.000us name=aten::empty thread=2 input_shapes=[[], [], [], [], [], []] cpu_memory_usage=0 cuda_memory_usage=0 is_async=False is_remote=False seq_nr=-1 is_legacy=False>, <FunctionEvent id=4486860 name=cudaLaunchKernel device_type=DeviceType.CPU node_id=-1 cpu_time=14.000us start_us=31828 end_us=31842 cpu_children=[] cuda_time=0.000us name=cudaLaunchKernel thread=2 input_shapes=[] cpu_memory_usage=0 cuda_memory_usage=0 is_async=False is_remote=False seq_nr=-1 is_legacy=False>]",0,"<FunctionEvent id=1246773 name=CudnnBatchNormBackward0 device_type=DeviceType.CPU node_id=-1 cpu_time=132.000us start_us=31717 end_us=31849 cpu_children=[1246774] cuda_time=176.000us name=CudnnBatchNormBackward0 thread=2 input_shapes=[[2, 2048, 7, 7]] cpu_memory_usage=0 cuda_memory_usage=819200 is_async=False is_remote=False seq_nr=71725 is_legacy=False>",77.69022810475923,77.690us,827634,827.634ms,18264480768,38.42682812353328,38.427us,409361,409.361ms,DeviceType.CPU,0,,False,False,False,aten::cudnn_batch_norm_backward,-1,0,0.0,0.000us,0,0.000us,0,0,439400,439.400ms,0,409361,409.361ms,0,0,0.000us,[],
131,"void cudnn::bn_bw_1C11_singleread<float, 512, true, 1, 2, 0>(cudnn::bn_bw_1C11_args<float>)",forward,,131,forward,[],8241,[],0,,0.0,0.000us,0,0.000us,0,30.497148404319866,30.497us,251327,251.327ms,DeviceType.CUDA,0,,False,False,False,"void cudnn::bn_bw_1C11_singleread<float, 512, true, 1, 2, 0>(cudnn::bn_bw_1C11_args<float>)",-1,0,0.0,0.000us,0,0.000us,0,0,0,0.000us,0,251327,251.327ms,0,0,0.000us,[],
132,autograd::engine::evaluate_function: ConvolutionBackward0,backward,133,132,backward,['ConvolutionBackward0'],10653,"[<FunctionEvent id=1246789 name=ConvolutionBackward0 device_type=DeviceType.CPU node_id=-1 cpu_time=299.000us start_us=31927 end_us=32226 cpu_children=[1246790] cuda_time=882.000us name=ConvolutionBackward0 thread=2 input_shapes=[[2, 2048, 7, 7]] cpu_memory_usage=0 cuda_memory_usage=4395008 is_async=False is_remote=False seq_nr=71724 is_legacy=False>]",0,,165.09349479019994,165.093us,1758741,1.759s,8895312896,221.26828123533278,221.268us,2357171,2.357s,DeviceType.CPU,0,,False,False,False,autograd::engine::evaluate_function: ConvolutionBackward0,-1,0,0.0,0.000us,0,0.000us,0,0,170407,170.407ms,-27889550336,0,0.000us,0,0,0.000us,[],
133,ConvolutionBackward0,backward,134,133,backward,['aten::convolution_backward'],10653,"[<FunctionEvent id=1246790 name=aten::convolution_backward device_type=DeviceType.CPU node_id=-1 cpu_time=283.000us start_us=31939 end_us=32222 cpu_children=[1246791, 4486885, 4486886, 4486887, 4486891, 4486893, 1246792, 4486907, 4486908, 4486909, 4486913, 4486915] cuda_time=882.000us name=aten::convolution_backward thread=2 input_shapes=[[2, 2048, 7, 7], [2, 512, 7, 7], [2048, 512, 1, 1], [], [], [], [], [], [], [], []] cpu_memory_usage=0 cuda_memory_usage=4395008 is_async=False is_remote=False seq_nr=-1 is_legacy=False>]",0,<FunctionEvent id=1246788 name=autograd::engine::evaluate_function: ConvolutionBackward0 device_type=DeviceType.CPU node_id=-1 cpu_time=320.000us start_us=31924 end_us=32244 cpu_children=[1246789] cuda_time=882.000us name=autograd::engine::evaluate_function: ConvolutionBackward0 thread=2 input_shapes=[] cpu_memory_usage=0 cuda_memory_usage=3592192 is_async=False is_remote=False seq_nr=71724 is_legacy=False>,141.94752651835165,141.948us,1512167,1.512s,36782171136,211.2837698300948,211.284us,2250806,2.251s,DeviceType.CPU,0,,False,False,False,ConvolutionBackward0,-1,0,0.0,0.000us,0,0.000us,1,0,79820,79.820ms,2692096,0,0.000us,0,0,0.000us,[],
